symbol,synonyms,gene_locus,gene_id,transcript_id,conservation,conservation_ortholog,conservation_species,biological_context,context_detail,tissue/cell line,genome_variation,variation_detail,epigenetic_modification,modification_detail,expression,expression_detail,regulator_type,regulator,regulator_interaction,regulator_effect,target_type,target,target_interaction,target_effect,experimental_method,molecular_function,biological_process,pathway,functional_mechanism,clinical_detail,drug,description,pmid
MAPT-AS1,,17q21.31,HSALNG0141638,HSALNT0289365,,NA,,Disease,parkinson's disease,NA,NA,NA,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Genotyping,NA,NA,NA,NA,NA,NA,"Increased mapt expression could be associated with disease state,but not with pd neuropathology severity.",27336847
MIR4422HG,RP11-101C11.1,1p32.3,HSALNG0003824,"HSALNT0007121,HSALNT0007122,HSALNT0007123,HSALNT0007125,HSALNT0007127,HSALNT0007128,HSALNT0007129,HSALNT0007130,HSALNT0007138,HSALNT0007139,HSALNT0292302,HSALNT0292303",,NA,,Disease,parkinson's disease,Blood,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,NA,NA,NA,NA,Rna sequencing,NA,NA,NA,NA,NA,NA,"Differentially expressed lncRNAs in pd leukocytes compared to hc.Among all the leukocyte rna-seq detected lncRNAs,13 exhibited differential expression in pd patients compared to matched control volunteers (fdr<0.05).Of these,8 exhibited disease-mediated decrease,and 5-increase.",24651478
NEAT1,TncRNA;MENepsilon/beta;LINC00084;VINC;NCRNA00084,11q13.1,HSALNG0084892,"HSALNT0176751,HSALNT0176753,HSALNT0176757,HSALNT0176758,HSALNT0176759,HSALNT0176762,HSALNT0176765,HSALNT0289192,HSALNT0363258,HSALNT0363259,HSALNT0363260,HSALNT0363261,HSALNT0363262,HSALNT0363263,HSALNT0363264,HSALNT0363265,HSALNT0363266,HSALNT0363267,HSALNT0363268,HSALNT0363269,HSALNT0363270,HSALNT0363271,HSALNT0363272,HSALNT0363273,HSALNT0363274,HSALNT0363275,HSALNT0363276,HSALNT0363277,HSALNT0363278,HSALNT0363279,HSALNT0363280,HSALNT0363281,HSALNT0363282,HSALNT0363283,HSALNT0363284,HSALNT0363285,HSALNT0363286,HSALNT0363287,HSALNT0363289",Y,NA,Placental mammal,Disease,parkinson's disease,NA,NA,NA,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QRT-PCR,NA,NA,NA,NA,NA,NA,It may be used in monitoring disease progression and it may serve as potential new targets for novel therapeutic approaches.,27021022
NEAT1,TncRNA;MENepsilon/beta;LINC00084;VINC;NCRNA00084,11q13.1,HSALNG0084892,"HSALNT0176751,HSALNT0176753,HSALNT0176757,HSALNT0176758,HSALNT0176759,HSALNT0176762,HSALNT0176765,HSALNT0289192,HSALNT0363258,HSALNT0363259,HSALNT0363260,HSALNT0363261,HSALNT0363262,HSALNT0363263,HSALNT0363264,HSALNT0363265,HSALNT0363266,HSALNT0363267,HSALNT0363268,HSALNT0363269,HSALNT0363270,HSALNT0363271,HSALNT0363272,HSALNT0363273,HSALNT0363274,HSALNT0363275,HSALNT0363276,HSALNT0363277,HSALNT0363278,HSALNT0363279,HSALNT0363280,HSALNT0363281,HSALNT0363282,HSALNT0363283,HSALNT0363284,HSALNT0363285,HSALNT0363286,HSALNT0363287,HSALNT0363289",Y,NA,Placental mammal,Disease,parkinson's disease,Sy5y,NA,NA,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QRT-PCR,NA,NA,NA,NA,NA,NA,"Up-regulated neat1 was found in mptp-induced pd mice.Moreover,the neat1 expression was positively correlated with the concentration of mpp+.In sh-sy5y cells stimulated by mpp+,neat1 knockdown dramatically promoted cell viability and suppressed cell apoptosis.Additionally,down-regulation of neat1 also decreased the ratio of bax/bcl-2,the activity of caspase-3,as well as the expression of 伭synuclein.Moreover,伭synuclein overexpression could significantly reverse the increase in cell viability and the decrease in cell apoptosis induced by neat1 knockdown.",29575151
PCA3,DD3;NCRNA00019;PCAT3;PRUNE2-AS1,9q21.2,HSALNG0072040,"HSALNT0150560,HSALNT0150561,HSALNT0150562,HSALNT0150563,HSALNT0150565,HSALNT0150566,HSALNT0150567,HSALNT0150568,HSALNT0150569,HSALNT0150570,HSALNT0150571,HSALNT0150572,HSALNT0150573,HSALNT0150574,HSALNT0289203,HSALNT0352926,HSALNT0352927,HSALNT0352928,HSALNT0352929,HSALNT0352930,HSALNT0352931,HSALNT0352932,HSALNT0352933,HSALNT0352934,HSALNT0352935,HSALNT0352936,HSALNT0352937,HSALNT0352938,HSALNT0352939,HSALNT0352940,HSALNT0352941,HSALNT0352942,HSALNT0352943,HSALNT0352944,HSALNT0352945,HSALNT0352946,HSALNT0352947,HSALNT0352948,HSALNT0352949,HSALNT0352950,HSALNT0352951",,NA,,Disease,parkinson's disease,Blood,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,NA,NA,NA,NA,Rna sequencing,NA,NA,NA,NA,NA,NA,"Differentially expressed lncRNAs in pd leukocytes compared to hc.Among all the leukocyte rna-seq detected lncRNAs,13 exhibited differential expression in pd patients compared to matched control volunteers (fdr<0.05).Of these,8 exhibited disease-mediated decrease,and 5-increase.",24651478
PIK3CD-AS1,C1orf200,1p36.22,HSALNG0142109,HSALNT0290212,,NA,,Disease,parkinson's disease,NA,NA,NA,DNA methylation,cg11334709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,28851441
PINK1-AS,FLJ00387;PINK1AS;naPINK1;PINK1-AS1,1p36.12,HSALNG0001461,"HSALNT0002762,HSALNT0289387,HSALNT0290648",,NA,,Disease,parkinson's disease,Neuronal,NA,NA,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Q-RCR,NA,NA,NA,NA,NA,NA,Mutations in the pten induced putative kinase 1 (pink1) are implicated in early-onset parkinson's disease.Naturally occurring non-coding antisense provides sophisticated mechanisms for diversifying genomes and wedescribe a human specific non-coding antisense expressed at the pink1 locus (napink1).,17362513
SCOC-AS1,,4q31.1,HSALNG0037485,"HSALNT0078565,HSALNT0078566,HSALNT0078567,HSALNT0078568,HSALNT0078570,HSALNT0078573,HSALNT0078574,HSALNT0078577,HSALNT0078578,HSALNT0322561,HSALNT0322562,HSALNT0322563,HSALNT0322564,HSALNT0322565,HSALNT0322566,HSALNT0322567,HSALNT0322568,HSALNT0322569,HSALNT0322570,HSALNT0322571,HSALNT0322572,HSALNT0322575,HSALNT0322576,HSALNT0322577",,NA,,Disease,parkinson's disease,Blood,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,NA,NA,NA,NA,Rna sequencing,NA,NA,NA,NA,NA,NA,"Differentially expressed lncRNAs in pd leukocytes compared to hc.Among all the leukocyte rna-seq detected lncRNAs,13 exhibited differential expression in pd patients compared to matched control volunteers (fdr<0.05).Of these,8 exhibited disease-mediated decrease,and 5-increase.",24651478
SNHG1,UHG;NCRNA00057;LINC00057;lncRNA16,11q12.3,HSALNG0084672,"HSALNT0176321,HSALNT0176322,HSALNT0176323,HSALNT0176324,HSALNT0176326,HSALNT0176328,HSALNT0176338,HSALNT0176341,HSALNT0176342,HSALNT0176343,HSALNT0176344,HSALNT0176345,HSALNT0176349,HSALNT0176350,HSALNT0176351,HSALNT0176352,HSALNT0176353,HSALNT0176355,HSALNT0176356,HSALNT0176357,HSALNT0176358,HSALNT0176360,HSALNT0176364,HSALNT0176365,HSALNT0176373,HSALNT0176376,HSALNT0176381,HSALNT0176391,HSALNT0176401,HSALNT0363079,HSALNT0363080,HSALNT0363081,HSALNT0363082,HSALNT0363083,HSALNT0363084,HSALNT0363085,HSALNT0363086,HSALNT0363087,HSALNT0363088,HSALNT0363089,HSALNT0363090,HSALNT0363091,HSALNT0363092,HSALNT0363093,HSALNT0363094,HSALNT0363095,HSALNT0363096,HSALNT0363097,HSALNT0363098,HSALNT0363099,HSALNT0363100,HSALNT0363101,HSALNT0363102,HSALNT0363103,HSALNT0363104,HSALNT0363105,HSALNT0363106,HSALNT0363107,HSALNT0363108,HSALNT0363109,HSALNT0363110,HSALNT0363111,HSALNT0363112,HSALNT0363113,HSALNT0363114,HSALNT0363115,HSALNT0363116,HSALNT0363117,HSALNT0363118,HSALNT0363119,HSALNT0363120,HSALNT0363121,HSALNT0363122,HSALNT0363123,HSALNT0363124,HSALNT0363125,HSALNT0363126,HSALNT0363127,HSALNT0363128,HSALNT0363129,HSALNT0363130,HSALNT0363131,HSALNT0363132,HSALNT0363133,HSALNT0363134,HSALNT0363135,HSALNT0363136",,NA,,Disease,parkinson's disease,NA,NA,NA,NA,NA,RNA,NA,NA,NA,NA,NA,NA,NA,NA,NA,QRT-PCR,NA,NA,NA,NA,NA,NA,It may be used in monitoring disease progression and it may serve as potential new targets for novel therapeutic approaches.,27021022
SNHG1,UHG;NCRNA00057;LINC00057;lncRNA16,11q12.3,HSALNG0084672,"HSALNT0176321,HSALNT0176322,HSALNT0176323,HSALNT0176324,HSALNT0176326,HSALNT0176328,HSALNT0176338,HSALNT0176341,HSALNT0176342,HSALNT0176343,HSALNT0176344,HSALNT0176345,HSALNT0176349,HSALNT0176350,HSALNT0176351,HSALNT0176352,HSALNT0176353,HSALNT0176355,HSALNT0176356,HSALNT0176357,HSALNT0176358,HSALNT0176360,HSALNT0176364,HSALNT0176365,HSALNT0176373,HSALNT0176376,HSALNT0176381,HSALNT0176391,HSALNT0176401,HSALNT0363079,HSALNT0363080,HSALNT0363081,HSALNT0363082,HSALNT0363083,HSALNT0363084,HSALNT0363085,HSALNT0363086,HSALNT0363087,HSALNT0363088,HSALNT0363089,HSALNT0363090,HSALNT0363091,HSALNT0363092,HSALNT0363093,HSALNT0363094,HSALNT0363095,HSALNT0363096,HSALNT0363097,HSALNT0363098,HSALNT0363099,HSALNT0363100,HSALNT0363101,HSALNT0363102,HSALNT0363103,HSALNT0363104,HSALNT0363105,HSALNT0363106,HSALNT0363107,HSALNT0363108,HSALNT0363109,HSALNT0363110,HSALNT0363111,HSALNT0363112,HSALNT0363113,HSALNT0363114,HSALNT0363115,HSALNT0363116,HSALNT0363117,HSALNT0363118,HSALNT0363119,HSALNT0363120,HSALNT0363121,HSALNT0363122,HSALNT0363123,HSALNT0363124,HSALNT0363125,HSALNT0363126,HSALNT0363127,HSALNT0363128,HSALNT0363129,HSALNT0363130,HSALNT0363131,HSALNT0363132,HSALNT0363133,HSALNT0363134,HSALNT0363135,HSALNT0363136",,NA,,Disease,parkinson's disease,Sy5y,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,PCG,SIAH1,NA,Promote,Bioinformatic analysis;Luciferase reporter gene assay;Q-RCR;Luciferase reporter assay,NA,Evading apoptosis;Cytotoxicity;Apoptosis,NA,ceRNA,NA,NA,"LncRNA snhg1 promotes alpha-synuclein aggregation and toxicity by targeting mir-15b-5p to activate siah1 in human neuroblastoma sh-sy5y cells/in this study,We found that lncRNA small nucleolar rna host gene 1 (snhg1) and seven in absentia homolog 1 (siah1) were upregulated,but microrna-15b-5p (mir-15b-5p) was downregulated in sh-sy5y cells pretreated with mpp+,as well as in mptp-induced mouse model of pd.Overexpression of siah1 enhanced cellular toxicity of 伭synuclein in sh-sy5y cells,as indicated by the reduction of cell viability and elevation of ldh release.The percentage of 伭synuclein aggregate-positive cells and the number of 伭synuclein aggregates per cell were increased in sh-sy5y cells transfected with pcdna-siah1,while decreased after transfection with short interfering rna specific for siah1 (si-siah1).Bioinformatics and luciferase reporter assay revealed that siah1 was a direct target of mir-15b-5p.We also found that snhg1 could directly bind to mir-15-5p and repress mir-15-5p expression.Upregulation of mir-15b-5p alleviated 伭synuclein aggregation and apoptosis by targeting siah1 in sh-sy5y cells overexpressing 伭synuclein.Overexpression of snhg1 enhanced,whereas snhg1 knockdown inhibited 伭synuclein aggregation and 伭synuclein-induced apoptosis.Moreover,the neuroprotective effect of si-snhg1 was abrogated by downregulation of mir-15b-5p.",29217406
SNHG1,UHG;NCRNA00057;LINC00057;lncRNA16,11q12.3,HSALNG0084672,"HSALNT0176321,HSALNT0176322,HSALNT0176323,HSALNT0176324,HSALNT0176326,HSALNT0176328,HSALNT0176338,HSALNT0176341,HSALNT0176342,HSALNT0176343,HSALNT0176344,HSALNT0176345,HSALNT0176349,HSALNT0176350,HSALNT0176351,HSALNT0176352,HSALNT0176353,HSALNT0176355,HSALNT0176356,HSALNT0176357,HSALNT0176358,HSALNT0176360,HSALNT0176364,HSALNT0176365,HSALNT0176373,HSALNT0176376,HSALNT0176381,HSALNT0176391,HSALNT0176401,HSALNT0363079,HSALNT0363080,HSALNT0363081,HSALNT0363082,HSALNT0363083,HSALNT0363084,HSALNT0363085,HSALNT0363086,HSALNT0363087,HSALNT0363088,HSALNT0363089,HSALNT0363090,HSALNT0363091,HSALNT0363092,HSALNT0363093,HSALNT0363094,HSALNT0363095,HSALNT0363096,HSALNT0363097,HSALNT0363098,HSALNT0363099,HSALNT0363100,HSALNT0363101,HSALNT0363102,HSALNT0363103,HSALNT0363104,HSALNT0363105,HSALNT0363106,HSALNT0363107,HSALNT0363108,HSALNT0363109,HSALNT0363110,HSALNT0363111,HSALNT0363112,HSALNT0363113,HSALNT0363114,HSALNT0363115,HSALNT0363116,HSALNT0363117,HSALNT0363118,HSALNT0363119,HSALNT0363120,HSALNT0363121,HSALNT0363122,HSALNT0363123,HSALNT0363124,HSALNT0363125,HSALNT0363126,HSALNT0363127,HSALNT0363128,HSALNT0363129,HSALNT0363130,HSALNT0363131,HSALNT0363132,HSALNT0363133,HSALNT0363134,HSALNT0363135,HSALNT0363136",,NA,,Disease,parkinson's disease,NA,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,PCG;miRNA,GSK3B;miR-15b-5p,NA;NA,promote;inhibit,QRT-PCR;Luciferase reporter assay,NA,Cytotoxicity,NA,ceRNA,NA,NA,"Upregulated lncRNA small nucleolar rna host gene 1 promotes 1-methyl-4-phenylpyridinium ion-induced cytotoxicity and reactive oxygen species production through mir-15b-5p/gsk3beta axis in human dopaminergic sh-sy5y cells.Snhg1 was demonstrated to interact with mir-15b-5p.Moreover,snhg1 could attenuate the inhibitory effects of mir-15b-5p on mpp+ -induced cytotoxicity and production of ros.The inhibitory effects of snhg1 knockdown or mir-15b-5p overexpression on mpp+ -induced cytotoxicity and reactive oxygen species (ros) production were abrogated by upregulation of gsk3beta.Gsk3betais a target gene of mir-15b-5p.",30302821
SNHG10,,,,,,NA,,Disease,Parkinson’s disease,SH-SY5Y,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA,miR-1277-5p,RNA-RNA,Inhibit,Dual luciferase reporter assay,NA,Apoptosis;Proliferation,NA,ceRNA,NA,NA,,34967697
FAM201A,C9orf122,9p13.1,HSALNG0071146,,,NA,,Disease,Parkinsons disease,NA,NA,NA,NA,NA,RNA,Down-regulated,NA,NA,NA,NA,miRNA,miR‑146a‑5p,RNA-RNA,Inhibit,NA,NA,Apoptosis,NA,ceRNA,NA,NA,,34796909
LINC00667,,,,,,NA,,Disease,Parkinsons disease,SH-SY5Y,NA,NA,NA,NA,NA,NA,Protein,HNF4A,Protein-DNA,Promote,miRNA,miR-34c-5p,RNA-RNA,Inhibit,NA,aggravate neuronal injury,Cell viability,NA,ceRNA,1-methyl-4-phenylpyridinium,drug,,35426258
LINC00938,,,,,,NA,,Disease,Parkinsons Disease,Blood;HEK293T,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA,hsa-miR-30c-5p,RNA-RNA,Inhibit,Dual luciferase reporter assay,NA,NA,NA,ceRNA,NA,NA,,35173238
MEG3,GTL2;LINC00023;NCRNA00023;onco-lncRNA-83,14q32.2,,,,NA,,Disease,Parkinsons disease,NA,NA,NA,NA,NA,RNA,Down-regulated,NA,NA,NA,NA,PCG,LRRK2,Protein-RNA,Promote,NA,NA,Apoptosis,NA,NA,NA,NA,,34643842
MIR17HG,,,,,,NA,,Disease,Parkinsons disease,blood;SH-SY5Y;BV2,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA,miR-153-3p,RNA-RNA,Inhibit,Dual luciferase reporter assay,NA,Apoptosis;Inflammatory response,NA,ceRNA,NA,NA,,35137671
OIP5-AS1,cyrano;linc-OIP5,15q15.1,HSALNG0105343,,,NA,,Disease,Parkinsons disease,NA,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA,miR-137,RNA-RNA,Inhibit,Dual luciferase reporter assay,NA,NA,NA,ceRNA,NA,NA,,35049152
SNHG12,PNAS-123;LINC00100;ASLNC04080;C1orf79,1p35.3,HSALNG0002075,,,NA,,Disease,Parkinsons disease,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,miRNA,miR-138-5p,RNA-RNA,Inhibit,NA,NA,Apoptosis,NA,ceRNA,NA,NA,,34783303
ANRIL,CDKN2B-AS1;CDKN2BAS;NCRNA00089;PCAT12;p15AS;RP11-145E5.4;CDKN2B-AS,,,,,NA,,Disease,Parkinson,NA,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA,miR-125a,RNA-RNA,Inhibit,NA,NA,NA,NA,ceRNA,NA,NA,,34921567
LncZFAS1,,,,,,NA,,Disease,Parkinson,NA,NA,NA,NA,NA,RNA,Up-regulated,NA,NA,NA,NA,miRNA,miR590-3p,RNA-RNA,Inhibit,NA,NA,Cancer proliferation,NA,ceRNA,NA,NA,,34775541
